movieid,title,genres,clean_text
12508,Rock Star,Music Drama Comedy,music drama comedy rock star success discontentedness displeasedness heavy metal relationship problems rock star tells story chris cole rock band called steel dragon cole photocopier technician day lead singer steel dragon tribute band called blood pollution nightinternal struggles steel dragon band members culminate firing lead singer bobby beers starting recruitment sessions find new vocalist loosely inspired true story heavy metal band judas priest mark wahlberg jennifer aniston jason flemyng dominic west jason bonham
25793,Precious,Drama,drama aids illiteracy song unwillingly pregnant balloon school crying motorcycle set harlem claireece precious jones yearold african american girl born life one would want shes pregnant second time absent father home must wait hand foot mother angry woman abuses emotionally physically school chaotic precious reached ninth grade good marks secretshe cant read gabourey sidibe monique paula patton mariah carey lenny kravitz
10534,White Squall,Action Drama,action drama sailing trip diary sailing survival coming age teenage boy discipline squall sail ship captain caribbean male bonding seasickness storm sea teenage boys discover discipline camaraderie illfated sailing voyage jeff bridges caroline goodall john savage scott wolf jeremy sisto
1091,The Thing,Horror Mystery Science Fiction,horror mystery science fiction ice space marine paranoia snow storm norwegian research station remake alien antarctica shape shifting alien sled dogs scientists antarctic confronted shapeshifting alien assumes appearance people kills kurt russell keith david wilford brimley donald moffat richard dysart
87421,Riddick,Science Fiction Action Thriller,science fiction action thriller dystopia revenge alien planet imax betrayed kind left dead desolate planet riddick fights survival alien predators becomes powerful dangerous ever soon bounty hunters throughout galaxy descend riddick find pawns greater scheme revenge enemies right wants riddick unleashes vicious attack vengeance returning home planet furya save destruction vin diesel karl urban katee sackhoff jordi moll bokeem woodbine
10871,Switchback,Action Adventure Mystery Thriller,action adventure mystery thriller loss son serial killer train fbi agent dennis quaid tries catch serial killer kidnapped son dennis quaid danny glover lee ermey claudia stedelin brent hinkley
13503,Texas Rangers,Action Western,action western underwear tiger racial segregation ten years civil war ended governor texas asks leander mcnelly mcdermott form company rangers help uphold law along mexican border veterans war patrick travis recruits young men van der beek kutcher raymond little experience guns policing crime james van der beek rachael leigh cook ashton kutcher dylan mcdermott usher raymond
13600,City of Ember,Adventure Family Fantasy,adventure family fantasy underground world mayor adventure postapocalyptic dystopia puzzle box pipeworks generations people city ember flourished amazing world glittering lights embers powerful generator failing great lamps illuminate city starting flicker two teenagers race time must search ember clues unlock ancient mystery citys existence lights go forever saoirse ronan harry treadaway mary kay place bill murray martin landau
68722,The Master,Drama,drama post traumatic stress disorder sexual obsession postwar period drifter alcoholic cult leader scientology religious cult charismatic leader right hand man freddie volatile heavydrinking veteran suffers posttraumatic stress disorder finds semblance family stumbles onto ship lancaster dodd charismatic leader new religion forms world war ii joaquin phoenix philip seymour hoffman amy adams laura dern jesse plemons
14324,Virgin Territory,Adventure Action Comedy Romance,adventure action comedy romance film set tuscany black death decameron ten young florentines take refuge plague instead telling stories lusty adventures bawdy exchanges romance swordplay randy nuns saracen pirates sexy cow ryan cartwright hayden christensen mischa barton jay villiers simone spinazz
14325,The Express,Drama,drama american football college biography sport syracuse university based incredible true story express follows inspirational life college football hero ernie davis first africanamerican win heisman trophy rob brown dennis quaid darrin henson charles dutton aunjanue ellis
299687,The 5th Wave,Adventure Science Fiction,adventure science fiction based novel dystopia alien alien invasion human subjugation environmental disaster based young adult novel yearold cassie sullivan tries survive world devastated waves alien invasion already decimated population knocked mankind back stone age chlo grace moretz nick robinson alex roe maika monroe zackary arthur
312221,Creed,Drama,drama underdog sport spin underground fighting motivational speaker boxing former world heavyweight champion rocky balboa serves trainer mentor adonis johnson son late friend former rival apollo creed michael jordan sylvester stallone graham mctavish tessa thompson phylicia rashd
23168,The Town,Crime Drama Thriller,crime drama thriller based novel money laundering ambulance boston massachusetts bank manager drug dealer florist flower shop holdup robbery volunteer stolen money friends car set fire boston garden police chase best friend fenway park doug macray longtime thief smarter rest crew looking chance exit game bank job leads group kidnapping attractive branch manager takes role monitoring burgeoning relationship threatens unveil identities doug crew fbi agent case ben affleck rebecca hall jeremy renner jon hamm blake lively
76494,What to Expect When You're Expecting,Romance Comedy Drama,romance comedy drama based novel adoption pregnant miscarriage expectant father pregnant wife vomiting expecting twins open air cinema giving birth challenges impending parenthood turn lives five couples upside two celebrities unprepared surprise demands pregnancy hormones wreak havoc babycrazy author husband tries outdone father whos expecting twins young trophy wife photographers husband isnt sure wifes adoption plans onetime hookup results surprise pregnancy rival foodtruck owners cameron diaz jennifer lopez elizabeth banks anna kendrick brooklyn decker
4944,Burn After Reading,Comedy Drama,comedy drama blackmail paranoia fitnesstraining plastic surgery autobiography memory corpse divorce gym disc ex priest disc containing memoirs former cia analyst falls hands linda litzke chad feldheimer two gym employees see chance make enough money lifechanging cosmetic surgery predictably events whirl control duo doofuses orbit george clooney frances mcdormand brad pitt john malkovich tilda swinton
10488,Nim's Island,Adventure Comedy Family Fantasy,adventure comedy family fantasy fictional place exotic island shipwreck cruise volcano email liana daughter turtle author talking animal pirate woman director iguana sea lion young girl inhabits isolated island scientist father communicates reclusive author novel shes reading abigail breslin jodie foster gerard butler michael carman mark brady
96721,Rush,Drama Action,drama action world champion sport racing car formula automobile racing based true events biographical drama centered rivalry formula drivers james hunt niki lauda formula one motorracing season daniel brhl chris hemsworth olivia wilde alexandra maria lara natalie dormer
334,Magnolia,Drama,drama farewell regret parents kids relationship suicide attempt becoming adult loss father dying death chance child prodigy daughter unsociability reconciliation epic mosaic many interrelated characters search happiness forgiveness meaning san fernando valley julianne moore william macy john reilly tom cruise philip baker hall
23742,Cop Out,Action Comedy Crime,action comedy crime new york money laundering daughter police undercover cop locked trunk car baseball card wedding police officer duringcreditsstinger detectives jimmy paul despite nine years partners still sometimes seem like polar opposites especially pauls unpredictable antics get suspended without pay already strapped cash trying pay daughters wedding jimmy decides sell rare baseball card thats worth tens thousands unfortunately collectors shop robbed card vanishes crook paul jimmy end going rogue tracking card drug ring behind theft time without backup except bruce willis tracy morgan juan carlos hernndez seann william scott michelle trachtenberg
259694,How to Be Single,Comedy Romance,comedy romance new york based novel onenight stand single new york city full lonely hearts seeking right match alice robin lucy meg tom david common need learn single world filled everevolving definitions love dakota johnson rebel wilson alison brie nicholas braun damon wayans jr
62837,Dolphin Tale,Drama Family,drama family dolphin boy trap summer tail story centered friendship boy dolphin whose tail lost crab trap morgan freeman ashley judd harry connick jr nathan gamble kris kristofferson
8966,Twilight,Adventure Fantasy Drama Romance,adventure fantasy drama romance soulmates vampire forbidden love immortality trust desire duringcreditsstinger woman director interspecies romance based young adult novel fang vamp bella swan moves small town pacific northwest live father starts school meets reclusive edward cullen mysterious classmate reveals yearold vampire despite edwards repeated cautions bella cant help fall love fatal move endangers life coven bloodsuckers try challenge cullen clan kristen stewart robert pattinson billy burke taylor lautner peter facinelli
8470,John Q,Drama Thriller Crime,drama thriller crime father son relationship chicago heart attack kidnapping heart disease hostagetaking hospital john quincy archibald father husband whose son diagnosed enlarged heart finds cannot receive transplant hmo insurance cover therefore decides take hospital full patients hostage hospital puts sons name donors list denzel washington robert duvall anne heche kimberly elise daniel smith
11001,Blue Streak,Action Comedy Crime,action comedy crime robbery diamant police operation police everyday life thief police officer police station miles logan jewel thief hit big time stealing huge diamond however two years jail comes find hid diamond police building built time robbery attempt regain diamond poses lapd detective martin lawrence luke wilson dave chappelle peter greene nicole ari parker
138832,We're the Millers,Comedy Crime,comedy crime mexico police gang drug smuggling drug family veteran pot dealer creates fake family part plan move huge shipment weed us mexico jason sudeikis jennifer aniston poulter emma roberts ed helms
16911,The Inhabited Island,Action Fantasy Science Fiction Thriller,action fantasy science fiction thriller based novel brother sister relationship sword fight spaceship strugatsky brainwashing big city girlfriend china hard kill outer space testting testing head state threshold nd century furrowing space protagonist free search group makes emergency landing unknown planet must stay people living planet remained stone level th century social problems miserable ecology shaky world vasily stepanov pyotr fyodorov fyodor bondarchuk sergey garmash
2163,Breakdown,Drama Action Thriller,drama action thriller california bank ransom car breakdown kidnapping donut highway barn vacation stranded deception murder suspense redneck diner extortion captive car chase desert moving trucker suv breaks remote southwestern road jeff taylor lets wife amy hitch ride trucker get help doesnt return jeff fixes suv tracks trucker tells police hes never seen amy johnathan mostows tense thriller follows jeffs desperate search wife eventually uncovers small towns murderous secret kurt russell walsh kathleen quinlan mc gainey jack noseworthy
36670,Never Say Never Again,Adventure Action Thriller,adventure action thriller video game spy bahamas british stealing scuba diving scuba british secret service james bond returns secret agent one time battle evil organization spectre bond must defeat largo stolen two atomic warheads nuclear blackmail bond ally largos girlfriend willowy domino falls bond seeks revenge last time sean connery majestys secret agent sean connery kim basinger klaus maria brandauer edward fox barbara carrera
23048,Hot Tub Time Machine,Science Fiction Comedy Adventure,science fiction comedy adventure female nudity onenight stand time travel time machine incest overtones hot tub peter pan syndrome forty something skiing malfunctioning time machine ski resort takes man back two friends nephew must relive fateful night change anything make sure nephew born john cusack lizzy caplan rob corddry craig robinson clark duke
227735,Dolphin Tale 2,Family Drama,family drama dolphin aquarium swimming team people saved winters life reassemble wake surrogate mothers passing order find companion remain clearwater marine hospital morgan freeman ashley judd nathan gamble cozi zuehlsdorff harry connick jr
2155,Reindeer Games,Thriller,thriller prison robbery role reversal extramarital affair assuming dead cellmates identity get girlfriend excon finds reluctant participant casino heist ben affleck gary sinise charlize theron dennis farina donal logue
8409,A Man Apart,Action Drama,action drama repayment arbitrary law cop loss wife vetters wife killed botched hit organized diablo seeks revenge responsible process vetter hicks fight way chain get diablo easier said done vetter focus revenge vin diesel larenz tate timothy olyphant geno silva jacqueline obradors
222936,Aloha,Drama Comedy Romance,drama comedy romance love triangle hawaii satellite military duringcreditsstinger communication celebrated military contractor returns site greatest career triumphs reconnects longago love unexpectedly falling hardcharging air force watchdog assigned bradley cooper emma stone rachel mcadams bill murray john krasinski
31908,Ghosts of Mississippi,History Drama,history drama assassin widow trial civil rights activist ghosts mississippi drama covering final trial assassin bryon de la beckwith civil rights leader medgar evers begins murder events surrounding two initial trials ended hung jury movie covers district attorney bobby delaughters transformation alliance myrlie evers wife medgar evers becomes involved bringing beckwith trial third time years later characters played actual participants story alec baldwin james woods virginia madsen whoopi goldberg craig nelson
10219,Snow Falling on Cedars,Drama Romance,drama romance journalist japanese wife fisherman war bias trial washington state japanese american japaneseamerican fisherman may killed neighbor carl sea race figures trial reporter ishmael ethan hawke youki kudoh reeve carney anne suzuki rick yune
48171,The Rite,Drama Thriller Horror,drama thriller horror vatican violinist hospital miscarriage exorcist roman catholic seminary limp toad clergy formalin walking cane seminary student michael kovak colin odonoghue reluctantly attends exorcism school vatican hes rome michael meets unorthodox priest father lucas anthony hopkins introduces darker side faith uncovering devils reach even one holiest places earth anthony hopkins colin odonoghue alice braga toby jones ciarn hinds
782,Gattaca,Thriller Science Fiction Mystery Romance,thriller science fiction mystery romance paraplegic suicide attempt cheating dna spaceman new identity heart disease false identity blood sample biotechnology space mission dystopia investigation genetics hostility exercise eugenics dystopic future science fiction drama future society era indefinite eugenics humans set life course depending dna young vincent freeman born condition would prevent space travel yet determined infiltrate gattaca space program ethan hawke jude law gore vidal uma thurman alan arkin
75531,Isn't She Great,Drama Comedy,drama comedy autism based article unsuccessful overthetop actress becomes successful overthetop authoress biography jacqueline susann famed writer valley dolls trashy novels facing failing career susann meets successful promoter becomes husband several failures place commercials tv quiz show hits upon idea become writer pres books looked upon trash nonprintable sexual revolution hit audience born books story shows hidden behind scenes story susans life including autistic son continuing bout cancer hid death bette midler nathan lane stockard channing david hyde pierce john cleese
11802,Space Chimps,Animation Family,animation family space marine chimp space aftercreditsstinger circus monkey ham iii works circus hes regularly shot canon still lives shadow fathers legacy natural born rebel authority ham iii initially reluctant go dangerous space mission rescue lost space probe away goes lots right stuffstyle astrotraining alongside two highly prepared chimps luna titan andy samberg cheryl hines jeff daniels patrick warburton kristin chenoweth
9776,Head of State,Comedy,comedy usa black people usa president presidential election election campaign presidential candidate dies unexpectedly middle campaign democratic party unexpectedly picks washington dc alderman mays gilliam rock replacement chris rock bernie mac dylan baker nick searcy lynn whitfield
18785,The Hangover,Comedy,comedy underwear tiger stag night hangover lost weekend bag head chapel hit tire iron memory loss las vegas duringcreditsstinger elevator three friends finally come raucous night bachelorparty revelry find baby closet tiger bathroom cant seem locate best friend doug whos supposed tying knot launching frantic search doug trio perseveres nasty hangover try make church time bradley cooper ed helms zach galifianakis justin bartha heather graham
365222,Ip Man 3,Action Drama History,action drama history biography band brutal gangsters led crooked property developer make play take city master ip forced take stand donnie yen lynn hung zhang jin patrick tam karena ng
817,Austin Powers: The Spy Who Shagged Me,Adventure Comedy Crime Science Fiction,adventure comedy crime science fiction saving world moon submarine clone spy cia showdown android usa president exotic island cat lasergun nasa undercover space marine car journey auto time travel supermodel single aftercreditsstinger duringcreditsstinger diabolical genius dr evil travels back time steal superspy austin powerss mojo austin must return swingin help american agent felicity shagwell stop dastardly plan austin faces dr evils army minions saves world unbelievably groovy way mike myers heather graham michael york robert wagner rob lowe
268,Batman,Fantasy Action,fantasy action double life dc comics dual identity chemical crime fighter fictional place gotham city superhero super powers dark knight gotham city begins war crime first major enemy clownishly homicidal joker seized control gothams underworld jack nicholson michael keaton kim basinger michael gough pat hingle
45054,There Be Dragons,Drama,drama spanish civil war priest independent film catholic dying saint martyrdom arising horror spanish civil war candidate canonization investigated journalist discovers estranged father deep dark devastating connection saints lifewhile researching life josemaria escriva controversial founder opus dei young journalist robert uncovers hidden stories estranged father manolo taken journey dark terrible secrets familys past charlie cox dougray scott wes bentley rodrigo santoro jordi moll
943,Lethal Weapon 3,Adventure Action Comedy Thriller Crime,adventure action comedy thriller crime rookie cop dog biscuit shooting practice sitting toilet judo throw police psychologist buddy cop firing range aftercreditsstinger archetypal buddy cops riggs murtaugh back another round highstakes action time setting collective sights bringing former los angeles police lieutenant turned black market weapons dealer lorna cole joins beautiful yet hardnosed internal affairs sergeant catches riggss eye mel gibson danny glover joe pesci rene russo stuart wilson
22881,The Blind Side,Drama,drama american football adoption education private school sport american football player duringcreditsstinger oversized africanamerican michael oher teen across tracks broken home nowhere sleep age taken affluent memphis couple michael embarks remarkable rise play nfl sandra bullock quinton aaron kathy bates tim mcgraw jae head
10054,Spy Kids,Action Comedy Family Adventure,action comedy family adventure double life parents kids relationship brother sister relationship loss parents secret agent robot carmen juni think parents boring little know day gregorio ingrid cortez top secret agents respective countries gave life raise children disappearances several old colleagues forces cortez return retirement didnt count carmen juni joining family business alexa penavega daryl sabara antonio banderas carla gugino alan cumming
51540,Horrible Bosses,Comedy Crime,comedy crime conspiracy murder bad boss employee death father stakeout duringcreditsstinger nick kurt dale thing would make daily grind tolerable would grind intolerable bosses dust quitting option benefit fewtoomany drinks dubious advice hustling excon three friends devise convoluted seemingly foolproof plan rid respective employers permanently jennifer aniston jason bateman charlie day jason sudeikis colin farrell
44264,True Grit,Drama Adventure Western,drama adventure western loss father father murder texas ranger alcoholism betrayal following murder father hired hand tom chaney yearold farm girl mattie ross sets capture killer aid hires toughest us marshal find man true grit reuben rooster cogburn mattie insists accompanying cogburn whose drinking sloth generally reprobate character augment faith wishes joins trek indian nations search chaney joined texas ranger laboeuf wants chaney purposes unlikely trio find danger adventure journey grit tested jeff bridges matt damon josh brolin barry pepper hailee steinfeld
350,The Devil Wears Prada,Comedy Drama Romance,comedy drama romance paris journalist journalism world fasion fashion journal assistant job entrant job interview editorinchief devil wears prada young journalist moves new york work fashion industry boss however extremely demanding cruel wont let succeed doesnt fit high class elegant look magazine really wants good journalist meryl streep anne hathaway emily blunt stanley tucci simon baker
152,Star Trek: The Motion Picture,Science Fiction Adventure Mystery,science fiction adventure mystery artificial intelligence uss enterprise starfleet san francisco self sacrifice spacecraft klingon vulcan space opera destructive space entity spotted approaching earth admiral kirk resumes command starship enterprise order intercept examine hopefully stop william shatner leonard nimoy deforest kelley james doohan george takei
109431,Identity Thief,Comedy Crime,comedy crime mildmannered businessman learns identity stolen hits road attempt foil thief trip puts path deceptively harmlesslooking woman jason bateman melissa mccarthy jon favreau amanda peet ti
1598,Cape Fear,Crime Thriller,crime thriller prison child abuse rape small town daughter police revenge lawyer cigar smoking fear dog rapist sam bowden smalltown corporate attorney max cady tattooed cigarsmoking biblequoting psychotic rapist common fourteen years ago sam public defender assigned max cadys rape trial made serious error hid document illiterate client could gotten acquitted cagey bibliophile cady released intends teach sam bowden family thing two loss robert de niro nick nolte jessica lange juliette lewis joe baker
8065,21,Drama Crime,drama crime gambling card game professor harvard university cohabitant college girlfriend studies dormitory friendship blackjack ben campbell young highly intelligent student mit boston strives succeed wanting scholarship transfer harvard school medicine desire become doctor ben learns cannot afford four five years schooling comes poor workingclass background one evening ben introduced unorthodox math professor micky rosa small secretive club five students jill choi kianna fisher trained professor rosa skill card counting blackjack jim sturgess kevin spacey kate bosworth aaron yoo liza lapira
271718,Trainwreck,Comedy,comedy alcohol onenight stand thought monogamy never possible commitmentphobic career woman may face fears meets good guy amy schumer bill hader brie larson colin quinn vanessa bayer
11638,Guess Who,Comedy Romance,comedy romance black people jealousy parentsinlaw trouble fiance fianc africanamerican woman whos met skepticism suspicion father takes home allimportant introduction wedding approaches dad must come terms future soninlaw bernie mac ashton kutcher zoe saldana judith scott hal williams
409,The English Patient,Drama Romance War,drama romance war cairo egypt identity amnesia world war ii burn landmine expedition cave sandstorm royal geographic society cave painting prisoners war map mine clearer hearing desert scientist intelligence traitor mural painting airplane secret love beginning english patient tells story count almsy hungarian map maker employed royal geographical society chart vast expanses sahara desert along several prominent explorers world war ii unfolds almsy enters world love betrayal politics later revealed series flashbacks almsy death bed horribly burned plane crash ralph fiennes juliette binoche willem dafoe kristin scott thomas naveen andrews
2118,L.A. Confidential,Crime Drama Mystery Thriller,crime drama mystery thriller corruption detective shotgun morgue word domestic violence corpse crime district attorney bandage movie star man glasses knife thigh good cop bad cop switchblade call girl falsifying three detectives corrupt brutal la police force use differing methods uncover conspiracy behind shotgun slayings patrons allnight diner kevin spacey guy pearce danny devito james cromwell kim basinger
11459,Sky High,Adventure Comedy Family,adventure comedy family hero loyalty mockery supernatural powers high school mission super powers teen superheroes set world superheroes commonly known accepted young stronghold son commander jetstream tries find balance normal teenager extraordinary michael angarano kurt russell kelly preston danielle panabaker kevin heffernan
10806,In & Out,Comedy Romance,comedy romance gay homophobia coming lgbt midwestern teacher questions sexuality former student makes comment academy awards kevin kline joan cusack tom selleck matt dillon debbie reynolds
9348,Species,Science Fiction Horror Action,science fiction horror action telepathy dna paranoia genetics instinct femme fatale alien run decapitation sexual attraction los angeles cocoon genetic engineering scientists alien dna search extra terrestrial intelligence project receives transmission detailing alien dna structure along instructions splice human dna result sil sensual deadly creature change beautiful woman armourplated killing machine blink eye natasha henstridge ben kingsley michael madsen alfred molina forest whitaker
377,A Nightmare on Elm Street,Horror,horror child murderer sleep nightmare supernatural slasher teenager trapped alcoholic boiler room booby trap disfigurement medical test dreams teenagers small town dropping like flies apparently grip mass hysteria causing suicides cops daughter nancy thompson heather langenkamp traces cause child molester fred krueger robert englund burned alive angry parents many years krueger come back dreams killers children claiming lives revenge nancy boyfriend glen johnny depp must devise plan lure monster realm nightmares real world john saxon ronee blakley heather langenkamp amanda wyss jsu garcia
8843,The Cell,Horror Science Fiction Thriller,horror science fiction thriller drowning therapist virtual reality serial killer psychopathy fbi agent psychotherapist journeys inside comatose serial killer hopes saving latest victim jennifer lopez vincent donofrio vince vaughn marianne jeanbaptiste catherine sutherland
9313,The Man in the Iron Mask,Action Adventure Drama,action adventure drama france swordplay mask musketeer years passed since three musketeers aramis athos porthos fought together friend dartagnan tyrannical king louis using power wreak havoc kingdom twin brother philippe remains imprisoned musketeers reunite abduct louis replace philippe leonardo dicaprio jeremy irons grard depardieu gabriel byrne john malkovich
39486,Secretariat,Drama,drama horse race horseback riding biography housewife mother penny chenery agrees take ailing fathers virginiabased meadow stables despite lack horseracing knowledge odds chenery help veteran trainer lucien laurin manages navigate maledominated business ultimately fostering first triple crown winner years diane lane john malkovich scott glenn dylan walsh fred dalton thompson
1273,TMNT,Adventure Animation Comedy Family,adventure animation comedy family new york brother brother relationship journalist martial arts crime fighter secret identity mutant turtle love based comic book reunion brother brother defeat old arch nemesis shredder turtles grown apart family struggling keep together rat sensei splinter becomes worried strange things begin brew new york city chris evans sarah michelle gellar mako kevin smith patrick stewart
13920,Radio,Drama,drama biography friendship sport high school football coach harold jones befriends radio mentallychallenged man becomes student tl hanna high school anderson south carolina friendship extends several decades radio transforms shy tormented man inspiration community cuba gooding jr ed harris alfre woodard epatha merkerson debra winger
50544,Friends with Benefits,Romance Comedy,romance comedy funeral friends hospital aftercreditsstinger duringcreditsstinger jamie new yorkbased executive recruiter entices dylan art director los angeles take job new york office gq magazine finding much common two become fast friends feeling jaded number broken romances dylan jamie decide ready quit looking true love focus fun however complications unfold two best pals add sex relationship justin timberlake mila kunis patricia clarkson woody harrelson nolan gould
325133,Neighbors 2: Sorority Rising,Comedy,comedy alcohol college party sequel sorority neighbor family fraternity bathroom humor sorority moves next door home mac kelly radner young child radners enlist former nemeses fraternity help battle raucous sisters seth rogen rose byrne zac efron chlo grace moretz kiersey clemons
140823,Saving Mr. Banks,Comedy Drama History,comedy drama history biography animation writer moviemaking author pl travers travels london hollywood walt disney pictures adapts novel mary poppins big screen emma thompson tom hanks paul giamatti colin farrell ruth wilson
1883,Malcolm X,Drama History,drama history islam new york prison assassination ku klux klan muslim police brutality beach koran jail guard prison cell bible biography martin luther king nation islam civil rights movement mekka pilgrimage cabriolet police historical figure malcolm biopic controversial influential black nationalist leader denzel washington angela bassett albert hall al freeman jr delroy lindo
89492,This Is 40,Comedy,comedy wife husband relationship children family relationships duringcreditsstinger pete debbie turn kids hate businesses failing theyre verge losing house relationship threatening fall apart paul rudd leslie mann jason segel maude apatow megan fox
22949,Old Dogs,Comedy Family,comedy family japanese camp best friend coworker kids duringcreditsstinger sports marketing firm charlie dan best friends business partners thirty years manhattan public relations firm verge huge business deal japanese company two weeks sew contract dan gets surprise woman married drunken impulse nearly nine years annulled next day shows tell hes father twins seven shell jail days political protest dan volunteers keep tykes although hes tight clueless charlies help way dad uncle meet kids expectations still land account robin williams john travolta seth green justin long matt dillon
12437,Underworld: Rise of the Lycans,Fantasy Action Adventure Science Fiction Thriller,fantasy action adventure science fiction thriller prison underworld slavery castle vampire war werewolf battle slave dungeon fang vamp prequel first two underworld films fantasy explains origins feud vampires lycans aided secret love sonja courageous lucian leads lycans battle brutal vampire king viktor determined break kings enslavement people lucian faces death dealer army bid lycan independence bill nighy michael sheen rhona mitra shane brolly steven mackintosh
2959,License to Wed,Comedy,comedy new love ten commandments bride bridegroom marriage relation partnership civil registry office priest wedding church newly engaged ben sadie cant wait start life together live happily ever however sadies family churchs reverend frank wont bless union pass patented foolproof marriage prep course consisting outrageous classes outlandish homework assignments outright invasion privacy robin williams mandy moore john krasinski eric christian olsen christine taylor
9957,The Benchwarmers,Comedy,comedy baseball pizza sport paperboy team homerun video store trio guys try make missed opportunities childhood forming threeplayer baseball team compete standard little league squads jon heder rob schneider david spade jon lovitz tim meadows
11648,Must Love Dogs,Comedy Romance,comedy romance sister sister relationship make match single children teacher dating divorce pet dog computer dating internet dating wooden boats sarah nolan newly divorced woman cautiously rediscovering romance enthusiastic often misguided help wellmeaning family braves series hilarious disastrous mismatches first dates sarah begins trust instincts learns matter never good idea give love diane lane john cusack elizabeth perkins christopher plummer dermot mulroney
9366,Donnie Brasco,Crime Drama Thriller,crime drama thriller undercover colombia mafia mobster dirty cop informant stealing money marriage counselor shaving cream playing cards fbi undercover agent infilitrates mob finds identifying mafia life expense regular one johnny depp al pacino michael madsen bruno kirby james russo
1576,Resident Evil,Horror Action Science Fiction,horror action science fiction undercover mutant dystopia conspiracy zombie based video game virus leaks topsecret facility turning resident researchers ravenous zombies lab animals mutated hounds hell government sends elite military task force contain outbreak alice rain charged leading mission three hours pathogen becomes airborne infects world milla jovovich michelle rodriguez eric mabius ryan mccluskey oscar pearce
609,Poltergeist,Horror,horror medium ghostbuster poltergeist haunted house dying death family relationships good vs evil paranormal phenomena power goodness parentchild bond haunted steve freeling lives wife diane three children dana robbie carol anne southern california sells houses company built neighborhood starts odd occurrences broken dishes furniture moving around however realizes something truly evil haunts home steve calls team parapsychologists led dr lesh help late craig nelson jobeth williams beatrice straight heather orourke dominique dunne
5516,The Ladykillers,Comedy Crime Thriller,comedy crime thriller church choir hiding place garbage duringcreditsstinger eccentric charming southern professor crew pose band order rob casino nose unsuspecting landlord sharp old woman tom hanks irma hall marlon wayans jk simmons tzi
13051,Max Payne,Action,action assassin based video game aftercreditsstinger coming together solve series murders new york city dea agent whose family slain part conspiracy assassin avenge sisters death duo hunted police mob ruthless corporation mark wahlberg mila kunis beau bridges ludacris chris odonnell
49530,In Time,Action Thriller Science Fiction,action thriller science fiction bank future time dystopia race time immortality run class differences cops robbers rich vs poor nottoodistant future aging gene switched avoid overpopulation time become currency way people pay luxuries necessities rich live forever rest try negotiate immortality poor young man comes fortune time though late help mother dying ends run corrupt police force known time keepers justin timberlake amanda seyfried cillian murphy olivia wilde alex pettyfer
34806,The Back-Up Plan,Comedy Romance,comedy romance kiss sperm bank romantic comedy male female relationship doctor pregnancy single mother artificial insemination motherhood duringcreditsstinger zoe tires looking mr right decides baby day shes artificially inseminated meets stan seems shes searching life zoe figure make two lifes dreams fit jennifer lopez alex oloughlin danneel ackles eric christian olsen anthony anderson
49022,Something Borrowed,Comedy Drama Romance,comedy drama romance new york alcohol based novel secret cheating birthday destroy friends crush lawyer best friend wedding pregnancy relationship celebration roses lying flashback engaged loyal liaison confidant though rachel ginnifer goodwin successful attorney loyal generous friend still single one drink many thbirthday celebration rachel unexpectedly falls bed longtime crush dex happens engaged best friend darcy kate hudson ramifications liaison threaten destroy womens lifelong friendship ethan john krasinski rachels confidant harbors potentially explosive secret kate hudson ginnifer goodwin john krasinski colin egglesfield ashley williams
11469,Black Knight,Adventure Comedy Fantasy,adventure comedy fantasy england black people medallion castle time travel leap time knight impostor king middle ages imposture medieval times martin lawrence plays jamal employee medieval world amusement park sustaining blow head awakens find th century england martin lawrence marsha thomason tom wilkinson vincent regan daryl mitchell
23479,The Bad News Bears,Comedy Family,comedy family baseball sport little league aging downonhisluck exminor leaguer coaches team misfits ultracompetitive california little league walter matthau tatum oneal ben piazza vic morrow erin blunt
11667,Street Fighter,Action Adventure Thriller,action adventure thriller dictator martial arts hostage liberation hostage hostagetaking street fighter united nations based video game col guile various martial arts heroes fight tyranny dictator bison cohorts jeanclaude van damme ral juli mingna wen damian chapa kylie minogue
423,The Pianist,Drama War,drama war individual resistance radio station war crimes loss family child murderer hunger world war ii prisoners war homeland deportation hiding place ghetto riot jew persecution liberation warsaw ghetto polish resistance nazis biography classical music panzer pianist pianist film adapted biography wladyslaw szpilman jewishpolish pianist second world war lived hid miraculously warsaw gone terrible tragedy film roman polanski adrien brody thomas kretschmann frank finlay maureen lipman emilia fox
2447,The Nativity Story,Drama History,drama history jesus christ bible three kings archangel gabriel christian blessed hope wise men woman director mary joseph make hard journey bethlehem blessed event retelling nativity story meticulously researched visually lush adaptation biblical tale follows pair arduous path arrival small village find shelter quiet manger jesus born keisha castlehughes oscar isaac hiam abbass shaun toub ciarn hinds
10066,House of Wax,Horror,horror american football traffic jam remake murder suspense wax museum teenager group friends ghost town wax group unwitting teens stranded near strange wax museum soon must fight survive keep becoming next exhibit elisha cuthbert paris hilton brian van holt jared padalecki chad michael murray
2288,Closer,Drama Romance,drama romance father son relationship love first sight photographer loss lover cheating lie forbidden love tea lover kiss photography secret love times square liar sexchat based play death father falling love witty romantic dangerous love story chance meetings instant attractions casual betrayals two couples disintegrate begin destructive adulterous affairs julia roberts jude law natalie portman clive owen colin stinton
